p_partkey,p_name,p_mfgr,p_brand,p_type actual,p_size,p_container,p_retailprice,p_comment,p_type
599,yellow burlywood blush lime beige,Manufacturer#5,Brand#51,MEDIUM BRUSHED NICKEL,30,JUMBO PACK,1499.59,ckages against t,58
600,blue beige metallic seashell blanched,Manufacturer#4,Brand#42,STANDARD POLISHED NICKEL,4,SM JAR,1500.6,ow furiously agai,148
601,blue navy dim lime tan,Manufacturer#1,Brand#13,STANDARD POLISHED BRASS,13,SM PKG,1501.6,lithely thi,146
602,maroon smoke aquamarine cornflower lime,Manufacturer#1,Brand#12,PROMO BRUSHED COPPER,8,SM BAG,1502.6,telets a,82
603,snow blue frosted olive midnight,Manufacturer#1,Brand#12,PROMO ANODIZED COPPER,41,WRAP PKG,1503.6,uests. fluffily regul,77
604,burnished lemon seashell pale deep,Manufacturer#4,Brand#41,MEDIUM PLATED STEEL,19,MED PACK,1504.6,are after the regula,69
605,grey red lime saddle forest,Manufacturer#1,Brand#11,LARGE POLISHED STEEL,30,LG JAR,1505.6," bold, final accou",49
606,navajo lace deep aquamarine lawn,Manufacturer#3,Brand#32,STANDARD PLATED STEEL,36,LG DRUM,1506.6,hins p,144
607,dark cornsilk thistle sandy linen,Manufacturer#5,Brand#54,MEDIUM POLISHED TIN,13,MED JAR,1507.6,ctions wake qu,75
608,metallic bisque blanched thistle royal,Manufacturer#2,Brand#25,PROMO PLATED BRASS,35,JUMBO PKG,1508.6,xes. express r,91
609,dim lemon olive midnight chiffon,Manufacturer#2,Brand#21,ECONOMY BRUSHED TIN,49,JUMBO DRUM,1509.6,cial deposits haggle,10
610,plum steel seashell white lavender,Manufacturer#1,Brand#11,ECONOMY BURNISHED TIN,38,JUMBO BOX,1510.61,slyly pending re,15
611,blanched burlywood maroon coral rosy,Manufacturer#4,Brand#42,MEDIUM PLATED TIN,45,SM DRUM,1511.61,iously even packages. ,70
612,midnight deep misty magenta honeydew,Manufacturer#4,Brand#42,PROMO PLATED STEEL,19,LG BOX,1512.61,se quickly;,94
613,forest chocolate mint burlywood spring,Manufacturer#3,Brand#34,LARGE BURNISHED COPPER,22,LG DRUM,1513.61, cajo,37
614,indian navy pink powder aquamarine,Manufacturer#2,Brand#23,STANDARD BURNISHED NICKEL,6,WRAP PKG,1514.61,ending accounts ca,138
615,rosy burlywood blush drab grey,Manufacturer#4,Brand#41,PROMO ANODIZED COPPER,4,WRAP PKG,1515.61, dogged ,77
616,drab plum lace cornsilk khaki,Manufacturer#2,Brand#25,STANDARD BRUSHED STEEL,1,WRAP JAR,1516.61,w packages cajole b,134
617,pink beige hot pale dim,Manufacturer#2,Brand#22,MEDIUM ANODIZED NICKEL,37,WRAP DRUM,1517.61,furious,53
618,honeydew red almond cream dim,Manufacturer#2,Brand#22,PROMO BRUSHED BRASS,9,LG BOX,1518.61,ogs. furiously ,81
619,ivory maroon dim lavender tomato,Manufacturer#3,Brand#34,LARGE ANODIZED STEEL,46,MED JAR,1519.61,cuses are ,29
620,chartreuse coral beige saddle plum,Manufacturer#3,Brand#35,MEDIUM BRUSHED COPPER,4,LG PKG,1520.62,efully carefully speci,57
621,almond coral dim frosted midnight,Manufacturer#5,Brand#53,PROMO PLATED TIN,47,JUMBO DRUM,1521.62,ffily furiously fin,95
622,peru cyan black blush misty,Manufacturer#5,Brand#51,LARGE POLISHED STEEL,19,WRAP BAG,1522.62,sly deposits. f,49
623,chiffon bisque plum deep blanched,Manufacturer#3,Brand#32,ECONOMY POLISHED NICKEL,8,MED BOX,1523.62,ly ironic ,23
624,burlywood ghost puff bisque firebrick,Manufacturer#1,Brand#12,LARGE BURNISHED NICKEL,29,SM BAG,1524.62,dencies. even d,38
625,pale khaki cornflower sienna lime,Manufacturer#3,Brand#35,SMALL PLATED COPPER,38,LG JAR,1525.62,blithely slow multipl,117
626,khaki indian coral drab pink,Manufacturer#1,Brand#12,SMALL ANODIZED COPPER,23,SM JAR,1526.62,furiously-- ,102
627,rosy forest spring lawn papaya,Manufacturer#4,Brand#44,PROMO ANODIZED NICKEL,13,SM BAG,1527.62,y ironic ,78
628,salmon midnight honeydew lawn hot,Manufacturer#3,Brand#33,ECONOMY BRUSHED BRASS,40,LG BOX,1528.62,sits. ,6
629,powder ivory chiffon grey plum,Manufacturer#5,Brand#51,MEDIUM POLISHED COPPER,25,WRAP BOX,1529.62,fully even co,72
630,red smoke lemon aquamarine linen,Manufacturer#2,Brand#25,MEDIUM PLATED NICKEL,20,LG DRUM,1530.63,g to th,68
631,moccasin lawn cornflower olive gainsboro,Manufacturer#2,Brand#22,STANDARD ANODIZED NICKEL,34,WRAP BAG,1531.63,ely silen,128
632,navy forest tan thistle brown,Manufacturer#3,Brand#34,PROMO PLATED NICKEL,2,MED PACK,1532.63,y ironic instru,93
633,thistle tan peru peach metallic,Manufacturer#3,Brand#33,ECONOMY POLISHED NICKEL,24,MED PKG,1533.63,bold brai,23
634,floral seashell burlywood green chiffon,Manufacturer#3,Brand#35,SMALL ANODIZED NICKEL,34,MED DRUM,1534.63,ions.,103
635,ghost antique frosted cyan pale,Manufacturer#5,Brand#51,PROMO POLISHED STEEL,49,WRAP JAR,1535.63,y ironic excuses.,99
636,light peru chiffon turquoise papaya,Manufacturer#5,Brand#55,PROMO BRUSHED STEEL,36,SM PACK,1536.63,ithely,84
637,brown papaya sandy coral antique,Manufacturer#5,Brand#51,LARGE BURNISHED NICKEL,48,JUMBO CASE,1537.63,oxes after the blithel,38
638,chartreuse royal peru dark antique,Manufacturer#5,Brand#54,SMALL PLATED TIN,37,JUMBO PACK,1538.63, carefully. blithely ,120
639,moccasin indian rosy chiffon magenta,Manufacturer#2,Brand#25,STANDARD POLISHED BRASS,33,SM BAG,1539.63,s cajole quickly. care,146
640,chartreuse blush azure pale spring,Manufacturer#1,Brand#12,MEDIUM BRUSHED TIN,20,WRAP CASE,1540.64,ly regular acco,60
641,lemon goldenrod burlywood orchid firebrick,Manufacturer#5,Brand#55,MEDIUM PLATED COPPER,18,SM JAR,1541.64, bold instr,67
642,moccasin ghost magenta coral beige,Manufacturer#4,Brand#43,ECONOMY BRUSHED BRASS,12,MED PACK,1542.64, bold packages bey,6
643,beige navy dim green forest,Manufacturer#3,Brand#32,MEDIUM POLISHED STEEL,8,MED DRUM,1543.64,refully fina,74
644,medium azure chocolate blanched mint,Manufacturer#5,Brand#52,LARGE PLATED STEEL,34,SM PACK,1544.64,lphins. blithely,44
645,thistle sky blanched indian lawn,Manufacturer#4,Brand#45,MEDIUM BURNISHED NICKEL,45,LG CASE,1545.64, the theodol,63
646,medium ivory green hot white,Manufacturer#5,Brand#52,SMALL POLISHED COPPER,21,LG PACK,1546.64,ajole according to t,122
647,bisque violet dim lawn drab,Manufacturer#3,Brand#35,LARGE BURNISHED STEEL,38,MED PKG,1547.64,ters. ironic pinto,39
648,grey lace dodger papaya smoke,Manufacturer#3,Brand#34,SMALL BRUSHED STEEL,2,WRAP JAR,1548.64,eas. regular,109
649,lavender yellow seashell blue sienna,Manufacturer#1,Brand#12,STANDARD BURNISHED TIN,33,JUMBO DRUM,1549.64,fully!,140
650,bisque forest cornsilk magenta seashell,Manufacturer#5,Brand#53,PROMO ANODIZED NICKEL,40,MED JAR,1550.65,ar dependen,78
651,cornsilk firebrick deep medium drab,Manufacturer#5,Brand#52,MEDIUM POLISHED BRASS,4,WRAP BAG,1551.65,efully final instruct,71
652,ivory ghost hot yellow maroon,Manufacturer#1,Brand#12,LARGE BRUSHED TIN,39,WRAP PKG,1552.65,le furiously unusua,35
653,lime blue blush coral lace,Manufacturer#1,Brand#15,ECONOMY BURNISHED BRASS,28,JUMBO DRUM,1553.65,ias. i,11
654,cyan burlywood beige olive navajo,Manufacturer#2,Brand#23,PROMO PLATED COPPER,2,WRAP BAG,1554.65,posits haggle ,92
655,tomato linen almond rosy olive,Manufacturer#1,Brand#12,STANDARD BURNISHED TIN,23,JUMBO CAN,1555.65,ic instructions.,140
656,black deep lace coral magenta,Manufacturer#1,Brand#15,STANDARD BURNISHED COPPER,17,MED CASE,1556.65,tions wake ca,137
657,saddle metallic purple cornsilk hot,Manufacturer#3,Brand#31,ECONOMY BURNISHED COPPER,36,LG PACK,1557.65, packages accord,12
658,dodger rosy tomato honeydew saddle,Manufacturer#1,Brand#15,MEDIUM PLATED COPPER,27,SM JAR,1558.65, somas haggle quickly,67
659,ivory green pink orange chartreuse,Manufacturer#3,Brand#34,MEDIUM BRUSHED BRASS,20,LG JAR,1559.65,across the ,56
660,lime peach thistle royal pink,Manufacturer#5,Brand#51,STANDARD POLISHED TIN,8,SM CAN,1560.66,ages cajole fluffily ,150
661,midnight drab ivory purple lawn,Manufacturer#3,Brand#32,PROMO PLATED STEEL,35,SM PKG,1561.66,ng asympt,94
662,puff brown orchid turquoise hot,Manufacturer#4,Brand#45,STANDARD PLATED STEEL,35,LG PACK,1562.66,e eve,144
663,ivory olive orchid cream honeydew,Manufacturer#4,Brand#41,PROMO POLISHED COPPER,6,WRAP PACK,1563.66, beans,97
664,frosted honeydew dodger antique sandy,Manufacturer#4,Brand#43,MEDIUM BURNISHED TIN,26,LG BAG,1564.66,about the slyly s,65
665,turquoise olive maroon cyan deep,Manufacturer#1,Brand#13,MEDIUM POLISHED STEEL,14,MED DRUM,1565.66,usly final excuse,74
666,firebrick deep orange cyan bisque,Manufacturer#1,Brand#13,ECONOMY BURNISHED NICKEL,20,MED PACK,1566.66,ronic theodolites ca,13
667,wheat cream green metallic navajo,Manufacturer#4,Brand#43,MEDIUM PLATED STEEL,42,MED JAR,1567.66,ly pending packages. ,69
668,blue antique deep dark thistle,Manufacturer#2,Brand#22,SMALL ANODIZED NICKEL,10,LG PACK,1568.66,odolites. furio,103
669,khaki almond orange smoke green,Manufacturer#1,Brand#11,STANDARD BRUSHED TIN,37,MED BAG,1569.66,bold deposi,135
670,medium frosted rose magenta chocolate,Manufacturer#1,Brand#12,ECONOMY PLATED COPPER,24,LG DRUM,1570.67,es use fluffily unusu,17
671,dodger metallic deep slate burlywood,Manufacturer#5,Brand#53,SMALL PLATED STEEL,31,JUMBO BOX,1571.67,es. s,119
672,lawn honeydew seashell navajo blush,Manufacturer#2,Brand#23,PROMO BURNISHED STEEL,13,LG PACK,1572.67,", pen",89
673,orchid aquamarine salmon yellow burlywood,Manufacturer#2,Brand#23,MEDIUM ANODIZED COPPER,26,SM DRUM,1573.67,y final ,52
674,grey snow seashell ghost orange,Manufacturer#3,Brand#35,SMALL BRUSHED TIN,5,LG PKG,1574.67,unts use slyly bold,110
675,olive honeydew goldenrod violet sienna,Manufacturer#1,Brand#11,LARGE BRUSHED COPPER,2,SM CAN,1575.67,ely re,32
676,moccasin lace blush forest lavender,Manufacturer#1,Brand#11,MEDIUM ANODIZED BRASS,45,SM CAN,1576.67,ges. enticingly ironi,51
677,plum turquoise blanched cornsilk coral,Manufacturer#4,Brand#44,PROMO ANODIZED BRASS,6,WRAP BAG,1577.67,accounts ,76
678,salmon lime floral dark spring,Manufacturer#4,Brand#44,PROMO BRUSHED TIN,15,SM BAG,1578.67,ronic pin,85
679,purple black linen medium honeydew,Manufacturer#4,Brand#41,SMALL BURNISHED TIN,50,MED BOX,1579.67,iously ironic in,115
680,burnished gainsboro burlywood tomato yellow,Manufacturer#1,Brand#14,SMALL PLATED COPPER,44,LG PACK,1580.68,l depo,117
681,chartreuse slate khaki rose brown,Manufacturer#3,Brand#32,ECONOMY PLATED COPPER,9,WRAP CAN,1581.68,ic requests wake accor,17
682,blush khaki goldenrod antique smoke,Manufacturer#5,Brand#53,LARGE POLISHED NICKEL,48,SM BOX,1582.68,ackages. ,48
683,sienna lemon burnished blanched deep,Manufacturer#5,Brand#53,LARGE BURNISHED NICKEL,1,MED PACK,1583.68,its hag,38
684,metallic aquamarine honeydew hot lawn,Manufacturer#3,Brand#33,PROMO BURNISHED TIN,6,WRAP BOX,1584.68,unts are fluff,90
685,spring goldenrod plum royal tomato,Manufacturer#3,Brand#31,SMALL PLATED COPPER,36,LG JAR,1585.68,s. furiously ruthless,117
686,goldenrod turquoise coral cornflower peru,Manufacturer#5,Brand#54,STANDARD BRUSHED COPPER,15,WRAP BAG,1586.68,lly ironic accounts ,132
687,gainsboro cornflower dodger smoke medium,Manufacturer#5,Brand#51,LARGE POLISHED NICKEL,47,JUMBO BOX,1587.68,"packages. even,",48
688,hot ivory moccasin almond pale,Manufacturer#4,Brand#45,PROMO BRUSHED COPPER,38,JUMBO CAN,1588.68,rious ideas ,82
689,bisque khaki powder deep ghost,Manufacturer#4,Brand#43,LARGE PLATED COPPER,22,SM PACK,1589.68,ual package,42
690,burlywood dodger saddle cornsilk tan,Manufacturer#3,Brand#32,SMALL PLATED BRASS,31,WRAP PACK,1590.69,"al, bold fra",116
691,burnished deep black cream blanched,Manufacturer#3,Brand#35,PROMO BURNISHED BRASS,3,SM JAR,1591.69,ully slyly unusu,86
692,almond azure floral blush sienna,Manufacturer#1,Brand#14,MEDIUM BRUSHED BRASS,20,SM DRUM,1592.69,tructions. ev,56
693,honeydew aquamarine forest chocolate almond,Manufacturer#5,Brand#54,SMALL PLATED TIN,14,WRAP CASE,1593.69,lets sle,120
694,cream metallic turquoise dim peach,Manufacturer#3,Brand#35,ECONOMY PLATED STEEL,35,JUMBO CASE,1594.69,es. final ,19
695,deep peru brown khaki steel,Manufacturer#2,Brand#23,PROMO ANODIZED COPPER,19,MED DRUM,1595.69,eep blithely ,77
696,light smoke cornflower deep brown,Manufacturer#3,Brand#33,MEDIUM ANODIZED BRASS,3,LG CAN,1596.69,al acco,51
697,dark mint metallic firebrick khaki,Manufacturer#4,Brand#41,LARGE PLATED TIN,8,MED CAN,1597.69, special pa,45
698,saddle sienna red lawn burlywood,Manufacturer#4,Brand#42,ECONOMY ANODIZED COPPER,44,LG PACK,1598.69,"ronic, ironic ",2
699,plum dim brown lime midnight,Manufacturer#1,Brand#11,MEDIUM PLATED STEEL,5,WRAP CAN,1599.69, regular notornis b,69
700,lace burnished pink spring orange,Manufacturer#3,Brand#34,PROMO BRUSHED STEEL,31,SM JAR,1600.7,ly even foxes. fi,84
701,frosted lace beige cyan forest,Manufacturer#4,Brand#43,MEDIUM ANODIZED COPPER,36,WRAP DRUM,1601.7, use blithe,52
702,lawn beige deep green dim,Manufacturer#4,Brand#41,STANDARD BURNISHED BRASS,26,SM CAN,1602.7,yly f,136
703,maroon blush turquoise rose cornsilk,Manufacturer#3,Brand#32,ECONOMY POLISHED TIN,20,WRAP CASE,1603.7,nstructions wake alon,25
704,salmon violet honeydew ivory almond,Manufacturer#3,Brand#34,LARGE ANODIZED BRASS,23,MED CAN,1604.7,"l, ironic",26
705,chocolate dodger firebrick magenta steel,Manufacturer#3,Brand#33,ECONOMY PLATED TIN,47,LG PKG,1605.7,ironic,20
706,pale red pink rose spring,Manufacturer#3,Brand#33,LARGE PLATED BRASS,6,SM PKG,1606.7,quests. i,41
707,orchid khaki burnished snow peach,Manufacturer#1,Brand#11,SMALL POLISHED BRASS,17,SM BAG,1607.7,osits about the fluf,121
708,brown sienna pink chocolate puff,Manufacturer#3,Brand#32,SMALL BRUSHED NICKEL,29,SM DRUM,1608.7,ully final instru,108
709,burlywood pink chocolate navy midnight,Manufacturer#4,Brand#43,SMALL BRUSHED TIN,16,SM BAG,1609.7,ns. blithely i,110
710,ghost lace metallic cornsilk violet,Manufacturer#1,Brand#15,SMALL POLISHED TIN,27,JUMBO PACK,1610.71,fluffily unu,125
711,goldenrod lemon peru orchid orange,Manufacturer#1,Brand#11,PROMO BRUSHED NICKEL,24,LG DRUM,1611.71,s hang slyly regula,83
712,deep cornflower sandy plum firebrick,Manufacturer#3,Brand#33,ECONOMY BRUSHED COPPER,25,SM CASE,1612.71,"even, fluffy ",7
713,lime cornsilk almond sandy peach,Manufacturer#2,Brand#25,SMALL ANODIZED COPPER,20,SM CAN,1613.71,onic de,102
714,spring cyan powder blanched royal,Manufacturer#1,Brand#11,MEDIUM POLISHED NICKEL,35,SM JAR,1614.71,ions. furiously final,73
715,lavender magenta smoke lemon olive,Manufacturer#2,Brand#24,LARGE BRUSHED TIN,28,WRAP BAG,1615.71,ons boost. furiou,35
716,rose brown hot cornsilk gainsboro,Manufacturer#1,Brand#12,SMALL POLISHED TIN,37,JUMBO CAN,1616.71,osits! packages hag,125
717,mint chartreuse chocolate metallic deep,Manufacturer#2,Brand#22,STANDARD PLATED TIN,28,JUMBO JAR,1617.71, final notornis na,145
718,cornflower burnished saddle frosted cream,Manufacturer#3,Brand#35,PROMO BURNISHED COPPER,24,SM CAN,1618.71,"ests. final, exp",87
719,chocolate grey ivory indian cornsilk,Manufacturer#3,Brand#35,STANDARD BRUSHED NICKEL,49,JUMBO BAG,1619.71,ect. furiously ,133
720,chartreuse ivory almond cornsilk cyan,Manufacturer#4,Brand#45,SMALL BURNISHED NICKEL,8,JUMBO BAG,1620.72,as. furiously,113
721,gainsboro chiffon cyan midnight seashell,Manufacturer#5,Brand#52,STANDARD ANODIZED STEEL,33,MED PKG,1621.72,ly special instruct,129
722,pink goldenrod blue saddle pale,Manufacturer#4,Brand#43,ECONOMY BURNISHED NICKEL,43,JUMBO BAG,1622.72,ic packages. fin,13
723,honeydew plum blue peach peru,Manufacturer#3,Brand#31,LARGE BRUSHED BRASS,34,WRAP CASE,1623.72,unts. excu,31
724,smoke chocolate thistle frosted ghost,Manufacturer#3,Brand#35,PROMO POLISHED COPPER,28,JUMBO BOX,1624.72, carefully pend,97
725,hot black salmon cornflower medium,Manufacturer#4,Brand#43,LARGE PLATED NICKEL,11,JUMBO BOX,1625.72,r theo,43
726,cream antique violet indian snow,Manufacturer#4,Brand#43,PROMO POLISHED NICKEL,41,JUMBO BAG,1626.72,arefully? carefully i,98
727,royal bisque smoke azure lemon,Manufacturer#3,Brand#35,PROMO PLATED BRASS,35,SM PKG,1627.72, about the furio,91
728,cornsilk green seashell goldenrod metallic,Manufacturer#3,Brand#33,ECONOMY PLATED TIN,27,LG JAR,1628.72,fily regular package,20
729,papaya cornflower frosted maroon peach,Manufacturer#3,Brand#35,ECONOMY BRUSHED TIN,6,LG JAR,1629.72,egular accou,10
730,orange blue magenta cornflower green,Manufacturer#4,Brand#45,MEDIUM PLATED TIN,8,SM PKG,1630.73,ironic ,70
731,medium dark azure black indian,Manufacturer#3,Brand#33,PROMO BURNISHED NICKEL,34,MED CASE,1631.73,snooze above the,88
732,turquoise frosted purple royal salmon,Manufacturer#2,Brand#21,MEDIUM BRUSHED BRASS,1,SM BAG,1632.73,. sauternes haggl,56
733,burnished ghost sienna blue medium,Manufacturer#4,Brand#43,PROMO ANODIZED STEEL,1,MED CASE,1633.73, special instruct,79
734,almond beige azure dark steel,Manufacturer#2,Brand#21,MEDIUM BRUSHED STEEL,34,WRAP DRUM,1634.73,quests ,59
735,wheat ivory powder lace misty,Manufacturer#4,Brand#42,SMALL BRUSHED STEEL,44,SM CAN,1635.73,kages are according ,109
736,sandy dark goldenrod antique violet,Manufacturer#3,Brand#32,PROMO ANODIZED BRASS,44,JUMBO DRUM,1636.73,telets wake carefu,76
737,blanched peach bisque dim smoke,Manufacturer#5,Brand#53,PROMO POLISHED NICKEL,25,SM BAG,1637.73,"re slyly. bold, regul",98
738,bisque dark orange misty linen,Manufacturer#2,Brand#21,ECONOMY BURNISHED COPPER,29,JUMBO CAN,1638.73,ckages wake. slyly fin,12
739,powder steel wheat brown almond,Manufacturer#3,Brand#31,ECONOMY BRUSHED COPPER,24,JUMBO BOX,1639.73,the regular,7
740,cornsilk ghost magenta drab beige,Manufacturer#3,Brand#35,STANDARD POLISHED COPPER,7,WRAP PACK,1640.74, even dep,147
741,grey misty cornsilk coral chartreuse,Manufacturer#4,Brand#44,STANDARD PLATED TIN,33,WRAP PACK,1641.74,oxes slee,145
742,dodger sienna goldenrod pale green,Manufacturer#5,Brand#51,STANDARD BRUSHED NICKEL,30,SM PACK,1642.74,out the furiously,133
743,chartreuse midnight indian olive peach,Manufacturer#4,Brand#42,LARGE ANODIZED COPPER,4,MED JAR,1643.74,al packages ar,27
744,burlywood red gainsboro tomato brown,Manufacturer#5,Brand#53,MEDIUM BURNISHED COPPER,47,MED PKG,1644.74,uriously brave ideas,62
745,papaya cyan khaki sandy olive,Manufacturer#3,Brand#31,PROMO POLISHED COPPER,25,JUMBO BOX,1645.74, silent,97
746,green blush floral purple bisque,Manufacturer#2,Brand#23,ECONOMY ANODIZED STEEL,31,MED CAN,1646.74,osits affix furiously ,4
747,orange tan almond midnight azure,Manufacturer#1,Brand#11,LARGE BURNISHED NICKEL,20,WRAP PKG,1647.74,deposits b,38
748,lace indian burlywood black papaya,Manufacturer#5,Brand#54,STANDARD BURNISHED BRASS,32,SM CAN,1648.74,arefully bo,136
749,lavender cornflower seashell violet metallic,Manufacturer#2,Brand#24,SMALL PLATED COPPER,16,MED JAR,1649.74, bold re,117
750,puff light linen powder khaki,Manufacturer#4,Brand#43,LARGE POLISHED NICKEL,47,MED PACK,1650.75,tipliers about the q,48
751,steel plum hot cyan deep,Manufacturer#1,Brand#11,SMALL POLISHED TIN,17,SM DRUM,1651.75,uests haggle bl,125
752,cream blanched midnight olive khaki,Manufacturer#5,Brand#53,MEDIUM ANODIZED COPPER,1,MED PACK,1652.75,lites mold b,52
753,blanched firebrick moccasin pink white,Manufacturer#2,Brand#25,STANDARD ANODIZED TIN,13,LG DRUM,1653.75,nal foxes. quickly f,130
754,forest steel sky black orchid,Manufacturer#5,Brand#51,SMALL ANODIZED STEEL,42,WRAP JAR,1654.75,es. blithely dogge,104
755,rosy dim drab deep bisque,Manufacturer#2,Brand#22,STANDARD PLATED TIN,12,WRAP PACK,1655.75, wake. even packages a,145
756,royal ghost snow pale medium,Manufacturer#5,Brand#52,STANDARD PLATED BRASS,44,MED BAG,1656.75,rious,141
757,bisque dim burlywood antique moccasin,Manufacturer#3,Brand#35,ECONOMY POLISHED NICKEL,12,JUMBO CASE,1657.75,the quickly,23
758,yellow slate lemon beige rose,Manufacturer#1,Brand#11,ECONOMY ANODIZED TIN,25,MED BOX,1658.75,haggle ,5
759,yellow orange navajo linen coral,Manufacturer#3,Brand#34,LARGE BURNISHED TIN,20,JUMBO CAN,1659.75,struction,40
760,orange navajo cornflower thistle royal,Manufacturer#4,Brand#44,MEDIUM POLISHED COPPER,6,LG JAR,1660.76,jole according ,72
761,beige rosy dim coral light,Manufacturer#3,Brand#34,ECONOMY ANODIZED TIN,7,SM JAR,1661.76,ages according ,5
762,navy navajo tomato pale lime,Manufacturer#1,Brand#15,LARGE POLISHED TIN,35,MED PKG,1662.76,xpress ideas. fluff,50
763,lace aquamarine olive blush sienna,Manufacturer#4,Brand#44,LARGE BRUSHED TIN,50,SM PKG,1663.76,counts. regu,35
764,blush forest plum dark light,Manufacturer#1,Brand#13,SMALL ANODIZED NICKEL,11,LG JAR,1664.76,"es. final, bold ",103
765,blush lawn snow forest khaki,Manufacturer#3,Brand#35,STANDARD BRUSHED BRASS,3,WRAP BAG,1665.76,ly regular pint,131
766,midnight sienna beige papaya olive,Manufacturer#2,Brand#24,MEDIUM BURNISHED NICKEL,20,MED PACK,1666.76,inal ideas. asy,63
